run_id,variant,fault_id,fault_family,study_scope,ablation_block,hypothesis_id,interpretation_note,faithfulness_label,intensity_level,duration_level,pending_level,train_mode,repeat_idx,seed_idx,run_seed,loadgen_seed,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s,alarm_fp_fraction,paper_af,paper_at,paper_ntn,paper_nfp,normal_window_ticks,num_alarms_before_fault_on,prediction_target_eval,alarm_time_filter,post_bootstrap_ts,fault_on_ts,slo_proxy_ts,anomaly_quantile_level,som_smooth_k,anomaly_streak,anomaly_quantile,som_kfold,som_rows,som_cols,som_lr,som_sigma,poll_sec,bootstrap_target,expected_bootstrap_vectors,effective_bootstrap_vectors,required_bootstrap_vectors,bootstrap_vectors_ok,coverage_ok,observability_limited,top_feature,top_effect_size,degenerate_features,normal_variance_score,matching_mode,som_model_present,som_metrics_error,som_dim,som_training_steps,som_threshold_saved,som_init_trials,som_selected_fold,som_selected_init,som_validation_accuracy,som_normalization_mode,som_online_clip_mode,som_scale_mean,som_scale_std,som_scale_min,som_scale_max,som_weight_mean,som_weight_std,som_weight_frobenius,som_unit_weight_l2_mean,som_unit_weight_l2_std,som_neighbor_dist_h_mean,som_neighbor_dist_v_mean,som_umatrix_mean,som_quantization_mean_bmu_dist,som_quantization_n_samples
20260329T154850Z-paper_fidelity_anchor-cpu_hog_like-ibase-dbase-wbase-s01-r02,paper_fidelity_anchor,cpu_hog_like,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,2,1,2485422854,2485422854,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,22,0,22,0,injection_onset,before_any_future_fault_start,1774801052.990166,1774801075.063545,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,req_rate,0.4489694306314187,"db_inflight,disk_fill_mb,leak_mb,open_fds_sim,proc_mem_bytes,retry_rate",0.06686130659565576,one_to_one,True,,9,443,8.484813193305145,3,2,0,0.9230769230769231,train_max_100,none,9170491.899823152,25938058.45599143,0.05156249999999989,82534400.0,67.02623336065541,135.54191028401993,14516.052483524856,345.0979784862275,294.42233927191126,27.30949269985141,29.88646242622145,28.59797756303643,17.83310085099756,30
20260329T154850Z-paper_fidelity_anchor-cpu_hog_like-ibase-dbase-wbase-s01-r05,paper_fidelity_anchor,cpu_hog_like,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,5,1,599740683,599740683,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,22,0,22,0,injection_onset,before_any_future_fault_start,1774801355.59121,1774801377.602112,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,2016.4923076927662,"db_inflight,disk_fill_mb,leak_mb,open_fds_sim,retry_rate",807.9204443322824,one_to_one,True,,9,436,8.246678292146175,3,1,1,0.7777777777777778,train_max_100,none,9169126.603329336,25934196.69713238,0.04755208333333333,82522112.0,67.49803120649015,128.1959849072921,13908.473494124259,341.307522735139,269.111366895435,22.509187627111753,23.22087874368201,22.865033185396882,21.794006588979016,37
20260329T154850Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r01,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,1,1,3039846409,3039846409,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,12,0,12,0,injection_onset,before_any_future_fault_start,1774799572.0078259,1774799584.694894,,base,5,3,0.85,,,,,,1.0,80,120,120,80,True,False,True,,0.0,,0.0,one_to_one,False,,,,,,,,,,,,,,,,,,,,,,,,
20260329T154850Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r03,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,3,1,1684223308,1684223308,1,4,0,1,1.0,0.8,0.2,1.0,0.33333333333333337,26.19063711166382,26.19063711166382,5,90.0,0.8,1.0,1.0,0,4,2,5,injection_onset,before_any_future_fault_start,1774799871.692536,1774799873.836137,,base,5,3,0.85,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,636991022.0057971,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",26162293.15688291,one_to_one,True,,9,141,7.690110059079145,1,0,0,0.8,train_max_100,clip_300,9168944.412726752,25933681.849362478,0.03420366553894072,82520473.6,56.53001807891552,58.060065342286016,4862.078863366053,238.54471503951808,46.86092306701225,6.146699072658971,7.23475772628501,6.690728399471991,281.5518021556824,35
20260329T154850Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r04,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,4,1,3189698629,3189698629,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,47,0,47,0,injection_onset,before_any_future_fault_start,1774800137.8525498,1774800184.9286242,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,365866824.3862069,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",24063436.07180861,one_to_one,True,,9,433,11.663622705228963,3,1,0,0.7777777777777778,train_max_100,none,9170036.853315704,25936771.184539158,0.1561188964998687,82530304.0,442.2543905125112,2993.15227921188,290462.26658036874,3663.6437179630016,8304.737221618756,454.675168885811,521.9526877222712,488.3139283040411,32504.907097828538,33
20260329T154850Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r07,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,7,1,2208825032,2208825032,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,22,0,22,0,injection_onset,before_any_future_fault_start,1774800466.886299,1774800488.903727,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,376736647.94482756,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",24062872.19621966,one_to_one,True,,9,433,11.862828643419235,3,1,1,0.8518518518518519,train_max_100,none,9198253.69054511,26016580.616712812,0.12369999999999988,82784256.0,268.3993047091518,2155.991244632676,208572.81839441453,2141.8892715951174,6155.9189607674125,263.21648926974444,309.8555572032178,286.5360232364811,33376.43441598041,33
20260329T154850Z-paper_fidelity_anchor-mem_leak-ibase-dbase-wbase-s01-r10,paper_fidelity_anchor,mem_leak,paper_aligned,paper_faithful,decision,H-anchor,Reference paper-faithful-with-proxy anchor.,paper-faithful-with-proxy,base,base,base,fresh_bootstrap,10,1,2302175783,2302175783,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,22,0,22,0,injection_onset,before_any_future_fault_start,1774800769.173849,1774800792.0757859,,base,5,3,0.85,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,547113373.635468,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",24713507.428378657,one_to_one,True,,9,433,11.005606890403355,3,1,1,0.7777777777777778,train_max_100,none,9179594.267479638,25963803.376801457,0.12557499999999974,82616320.0,315.4131974567157,2372.436021373547,229757.86839293203,2533.6327208799644,6718.046492951051,354.61438617740095,320.8149089573763,337.7146475673886,21146.302423101515,43
20260329T154850Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r01,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,1,1,665970984,665970984,1,2,0,1,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,89.40760207176208,89.40760207176208,3,90.0,0.6666666666666666,0.4,1.0,3,2,6,3,injection_onset,before_any_future_fault_start,1774802626.575037,1774802632.910448,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,554036974.9333333,"disk_fill_mb,open_fds_sim,retry_rate",14208886.465681635,one_to_one,True,,9,508,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,162.33318123555424,1451.3404027956133,140197.50818178107,1196.8372078523032,4214.528435845842,186.4649292240069,190.8859705537487,188.6754498888778,12792.394193625043,8
20260329T154850Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r05,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,5,1,895635470,895635470,1,2,0,1,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,87.95569705963135,87.95569705963135,3,90.0,0.6666666666666666,0.6666666666666666,1.0,1,2,4,3,injection_onset,before_any_future_fault_start,1774802927.331336,1774802931.918017,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,510894876.4444445,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",689604.7287675255,one_to_one,True,,9,587,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,260.89742132060746,2140.9658500378014,207053.1559821827,2003.967744315281,6152.262461815358,284.53988776128637,272.4769676317134,278.50842769649995,11621.370383860773,7
20260329T154850Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r06,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,6,1,2196864814,2196864814,0,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,90.0,1.0,0.5,0.0,2,2,4,2,injection_onset,before_any_future_fault_start,1774803187.519455,1774803191.850482,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,495121066.66666675,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",805013.3374389408,one_to_one,True,,9,651,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,254.73070636662183,2122.555471336159,205227.46677456592,1955.9153043031715,6107.827803513991,276.2299561694167,272.52810263762376,274.37902940352024,13544.38006124621,6
